Period,Variable,Shock,Value
83,b_4_k2,eps_G_1,-1.5860874628625722e-22
84,b_4_k2,eps_G_1,-1.4328509401537495e-22
85,b_4_k2,eps_G_1,-1.2944008473580661e-22
86,b_4_k2,eps_G_1,-1.1693122637199815e-22
87,b_4_k2,eps_G_1,-1.0562973883359333e-22
88,b_4_k2,eps_G_1,-9.541923653914949e-23
89,b_4_k2,eps_G_1,-8.619453731525848e-23
90,b_4_k2,eps_G_1,-7.786058557075419e-23
91,b_4_k2,eps_G_1,-7.033147880199817e-23
92,b_4_k2,eps_G_1,-6.352958753128581e-23
93,b_4_k2,eps_G_1,-5.738475972669594e-23
94,b_4_k2,eps_G_1,-5.1833601607711193e-23
95,b_4_k2,eps_G_1,-4.681882751525643e-23
96,b_4_k2,eps_G_1,-4.2288672225215506e-23
97,b_4_k2,eps_G_1,-3.8196359718030205e-23
98,b_4_k2,eps_G_1,-3.449962299002981e-23
99,b_4_k2,eps_G_1,-3.1160270010449195e-23
100,b_4_k2,eps_G_1,-2.8143791396884404e-23
1,alpha_4_k2,eps_G_1,2.2380474487691582e-20
2,alpha_4_k2,eps_G_1,-5.3068070483682834e-20
3,alpha_4_k2,eps_G_1,-1.1365071120565928e-19
4,alpha_4_k2,eps_G_1,-1.615861430784036e-19
5,alpha_4_k2,eps_G_1,-1.9879798146454247e-19
6,alpha_4_k2,eps_G_1,-2.269515907426695e-19
7,alpha_4_k2,eps_G_1,-2.474864983505257e-19
8,alpha_4_k2,eps_G_1,-2.61644908529384e-19
9,alpha_4_k2,eps_G_1,-2.7049677168896534e-19
10,alpha_4_k2,eps_G_1,-2.7496181313133653e-19
11,alpha_4_k2,eps_G_1,-2.758288785683439e-19
12,alpha_4_k2,eps_G_1,-2.737729127866364e-19
13,alpha_4_k2,eps_G_1,-2.693698513755869e-19
14,alpha_4_k2,eps_G_1,-2.63109673118881e-19
15,alpha_4_k2,eps_G_1,-2.5540783199976036e-19
16,alpha_4_k2,eps_G_1,-2.466152623732751e-19
17,alpha_4_k2,eps_G_1,-2.370271283520892e-19
18,alpha_4_k2,eps_G_1,-2.268904685114078e-19
19,alpha_4_k2,eps_G_1,-2.1641086935534176e-19
20,alpha_4_k2,eps_G_1,-2.0575828534537483e-19
21,alpha_4_k2,eps_G_1,-1.9507210944384787e-19
22,alpha_4_k2,eps_G_1,-1.8446558586917257e-19
23,alpha_4_k2,eps_G_1,-1.7402964591499383e-19
24,alpha_4_k2,eps_G_1,-1.6383623809295913e-19
25,alpha_4_k2,eps_G_1,-1.5394121537618143e-19
26,alpha_4_k2,eps_G_1,-1.443868348218297e-19
27,alpha_4_k2,eps_G_1,-1.3520391822458646e-19
28,alpha_4_k2,eps_G_1,-1.2641371659857359e-19
29,alpha_4_k2,eps_G_1,-1.180295161155174e-19
30,alpha_4_k2,eps_G_1,-1.1005801856308674e-19
31,alpha_4_k2,eps_G_1,-1.0250052535998704e-19
32,alpha_4_k2,eps_G_1,-9.535395061187638e-20
33,alpha_4_k2,eps_G_1,-8.861168555978803e-20
34,alpha_4_k2,eps_G_1,-8.226433401199856e-20
35,alpha_4_k2,eps_G_1,-7.63003359181691e-20
36,alpha_4_k2,eps_G_1,-7.070649410298556e-20
37,alpha_4_k2,eps_G_1,-6.546841729165702e-20
38,alpha_4_k2,eps_G_1,-6.057089090156434e-20
39,alpha_4_k2,eps_G_1,-5.599818561657362e-20
40,alpha_4_k2,eps_G_1,-5.173431247956541e-20
41,alpha_4_k2,eps_G_1,-4.7763232113793096e-20
42,alpha_4_k2,eps_G_1,-4.40690246963796e-20
43,alpha_4_k2,eps_G_1,-4.0636026441310865e-20
44,alpha_4_k2,eps_G_1,-3.7448937590292084e-20
45,alpha_4_k2,eps_G_1,-3.449290624506394e-20
46,alpha_4_k2,eps_G_1,-3.1753591792978514e-20
47,alpha_4_k2,eps_G_1,-2.921721116885954e-20
48,alpha_4_k2,eps_G_1,-2.6870570751634567e-20
49,alpha_4_k2,eps_G_1,-2.4701086306165995e-20
50,alpha_4_k2,eps_G_1,-2.2696793042274794e-20
51,alpha_4_k2,eps_G_1,-2.084634756810017e-20
52,alpha_4_k2,eps_G_1,-1.9139023258337725e-20
53,alpha_4_k2,eps_G_1,-1.7564700334846766e-20
54,alpha_4_k2,eps_G_1,-1.6113851763470623e-20
55,alpha_4_k2,eps_G_1,-1.4777525903021236e-20
56,alpha_4_k2,eps_G_1,-1.3547326697027026e-20
57,alpha_4_k2,eps_G_1,-1.2415392073201442e-20
58,alpha_4_k2,eps_G_1,-1.1374371107170707e-20
59,alpha_4_k2,eps_G_1,-1.0417400413614103e-20
60,alpha_4_k2,eps_G_1,-9.538080147697115e-21
61,alpha_4_k2,eps_G_1,-8.73044993082738e-21
62,alpha_4_k2,eps_G_1,-7.98896495585462e-21
63,alpha_4_k2,eps_G_1,-7.308472476568142e-21
64,alpha_4_k2,eps_G_1,-6.68418884358041e-21
65,alpha_4_k2,eps_G_1,-6.111677212424545e-21
66,alpha_4_k2,eps_G_1,-5.586826019064048e-21
67,alpha_4_k2,eps_G_1,-5.105828292251405e-21
68,alpha_4_k2,eps_G_1,-4.665161850610651e-21
69,alpha_4_k2,eps_G_1,-4.261570414375533e-21
70,alpha_4_k2,eps_G_1,-3.8920456468813325e-21
71,alpha_4_k2,eps_G_1,-3.5538101287422155e-21
72,alpha_4_k2,eps_G_1,-3.2443012577621102e-21
73,alpha_4_k2,eps_G_1,-2.961156059690603e-21
74,alpha_4_k2,eps_G_1,-2.7021968886557767e-21
75,alpha_4_k2,eps_G_1,-2.465417991231009e-21
76,alpha_4_k2,eps_G_1,-2.2489729044046375e-21
77,alpha_4_k2,eps_G_1,-2.0511626550312303e-21
78,alpha_4_k2,eps_G_1,-1.870424726488458e-21
79,alpha_4_k2,eps_G_1,-1.705322757103928e-21
80,alpha_4_k2,eps_G_1,-1.554536934331419e-21
81,alpha_4_k2,eps_G_1,-1.4168550485423727e-21
82,alpha_4_k2,eps_G_1,-1.2911641705678218e-21
83,alpha_4_k2,eps_G_1,-1.176442917702757e-21
84,alpha_4_k2,eps_G_1,-1.071754273705027e-21
85,alpha_4_k2,eps_G_1,-9.762389293298153e-22
86,alpha_4_k2,eps_G_1,-8.89109111092596e-22
87,alpha_4_k2,eps_G_1,-8.096428672095222e-22
88,alpha_4_k2,eps_G_1,-7.37178780992137e-22
89,alpha_4_k2,eps_G_1,-6.711110833461339e-22
90,alpha_4_k2,eps_G_1,-6.1088513741941e-22
91,alpha_4_k2,eps_G_1,-5.559932698445696e-22
92,alpha_4_k2,eps_G_1,-5.0597092441050295e-22
93,alpha_4_k2,eps_G_1,-4.603931153648041e-22
94,alpha_4_k2,eps_G_1,-4.1887115888413993e-22
95,alpha_4_k2,eps_G_1,-3.810496625459606e-22
96,alpha_4_k2,eps_G_1,-3.4660375388657574e-22
97,alpha_4_k2,eps_G_1,-3.1523653033360825e-22
98,alpha_4_k2,eps_G_1,-2.8667671395236847e-22
99,alpha_4_k2,eps_G_1,-2.606764955440406e-22
100,alpha_4_k2,eps_G_1,-2.3700955367785457e-22
1,b_5_k2,eps_G_1,9.689253130769384e-21
2,b_5_k2,eps_G_1,9.025259678703973e-21
3,b_5_k2,eps_G_1,7.878788222024326e-21
4,b_5_k2,eps_G_1,6.871358459893567e-21
5,b_5_k2,eps_G_1,5.986626767968717e-21
6,b_5_k2,eps_G_1,5.210127829829902e-21
7,b_5_k2,eps_G_1,4.5290624116391635e-21
8,b_5_k2,eps_G_1,3.9321087987882744e-21
9,b_5_k2,eps_G_1,3.4092552843911705e-21
10,b_5_k2,eps_G_1,2.9516513848856034e-21
11,b_5_k2,eps_G_1,2.55147571243724e-21
12,b_5_k2,eps_G_1,2.2018186606296925e-21
13,b_5_k2,eps_G_1,1.896578262059283e-21
14,b_5_k2,eps_G_1,1.6303677565966578e-21
15,b_5_k2,eps_G_1,1.3984335696059652e-21
16,b_5_k2,eps_G_1,1.1965825424474444e-21
17,b_5_k2,eps_G_1,1.0211173850245682e-21
18,b_5_k2,eps_G_1,8.687794336617925e-22
19,b_5_k2,eps_G_1,7.366978987213266e-22
20,b_5_k2,eps_G_1,6.22344876432336e-22
21,b_5_k2,eps_G_1,5.234954796139301e-22
22,b_5_k2,eps_G_1,4.381925133948823e-22
23,b_5_k2,eps_G_1,3.647151856235047e-22
24,b_5_k2,eps_G_1,3.015513982724538e-22
25,b_5_k2,eps_G_1,2.4737321653537804e-22
26,b_5_k2,eps_G_1,2.0101515716299288e-22
27,b_5_k2,eps_G_1,1.6145497749973105e-22
28,b_5_k2,eps_G_1,1.277966821974916e-22
29,b_5_k2,eps_G_1,9.925549618070281e-23
30,b_5_k2,eps_G_1,7.514458054529684e-23
31,b_5_k2,eps_G_1,5.486329307516504e-23
32,b_5_k2,eps_G_1,3.788681729360665e-23
33,b_5_k2,eps_G_1,2.3757003737608297e-23
34,b_5_k2,eps_G_1,1.2074284719873548e-23
35,b_5_k2,eps_G_1,2.4905394683096774e-24
36,b_5_k2,eps_G_1,-5.297199580140149e-24
37,b_5_k2,eps_G_1,-1.1552296213583101e-23
38,b_5_k2,eps_G_1,-1.650340152453606e-23
39,b_5_k2,eps_G_1,-2.034876281116259e-23
40,b_5_k2,eps_G_1,-2.3260017825218448e-23
41,b_5_k2,eps_G_1,-2.5385534208351505e-23
42,b_5_k2,eps_G_1,-2.685334713660577e-23
43,b_5_k2,eps_G_1,-2.777374213712565e-23
44,b_5_k2,eps_G_1,-2.82415246661755e-23
45,b_5_k2,eps_G_1,-2.833801326804412e-23
46,b_5_k2,eps_G_1,-2.813278890287727e-23
47,b_5_k2,eps_G_1,-2.768522927806334e-23
48,b_5_k2,eps_G_1,-2.7045853689183427e-23
49,b_5_k2,eps_G_1,-2.6257500925298854e-23
50,b_5_k2,eps_G_1,-2.5356360177299363e-23
51,b_5_k2,eps_G_1,-2.4372872569646777e-23
52,b_5_k2,eps_G_1,-2.333251888175172e-23
53,b_5_k2,eps_G_1,-2.2256507205739205e-23
54,b_5_k2,eps_G_1,-2.116237267611167e-23
55,b_5_k2,eps_G_1,-2.0064499980352256e-23
56,b_5_k2,eps_G_1,-1.89745780969836e-23
57,b_5_k2,eps_G_1,-1.7901995590485155e-23
58,b_5_k2,eps_G_1,-1.6854183804316565e-23
59,b_5_k2,eps_G_1,-1.5836914419476836e-23
60,b_5_k2,eps_G_1,-1.4854557073561884e-23
61,b_5_k2,eps_G_1,-1.3910302052635166e-23
62,b_5_k2,eps_G_1,-1.3006352465158164e-23
63,b_5_k2,eps_G_1,-1.2144089774650212e-23
64,b_5_k2,eps_G_1,-1.1324216097592272e-23
65,b_5_k2,eps_G_1,-1.0546876258199411e-23
66,b_5_k2,eps_G_1,-9.811762225709202e-24
67,b_5_k2,eps_G_1,-9.11820223713504e-24
68,b_5_k2,eps_G_1,-8.465236624018619e-24
69,b_5_k2,eps_G_1,-7.851682111154133e-24
70,b_5_k2,eps_G_1,-7.276186134622353e-24
71,b_5_k2,eps_G_1,-6.737272532285392e-24
72,b_5_k2,eps_G_1,-6.233379789069599e-24
73,b_5_k2,eps_G_1,-5.7628928691741076e-24
74,b_5_k2,eps_G_1,-5.3241695353670215e-24
75,b_5_k2,eps_G_1,-4.91556193962961e-24
76,b_5_k2,eps_G_1,-4.5354341676860115e-24
77,b_5_k2,eps_G_1,-4.1821763307348366e-24
78,b_5_k2,eps_G_1,-3.854215719497036e-24
79,b_5_k2,eps_G_1,-3.5500254671994456e-24
80,b_5_k2,eps_G_1,-3.268131108166405e-24
81,b_5_k2,eps_G_1,-3.0071153662679766e-24
82,b_5_k2,eps_G_1,-2.765621461667571e-24
83,b_5_k2,eps_G_1,-2.542355184324566e-24
84,b_5_k2,eps_G_1,-2.3360859478334865e-24
85,b_5_k2,eps_G_1,-2.145647006797377e-24
86,b_5_k2,eps_G_1,-1.969934994490155e-24
87,b_5_k2,eps_G_1,-1.8079089145764033e-24
88,b_5_k2,eps_G_1,-1.6585887007005e-24
89,b_5_k2,eps_G_1,-1.5210534404540138e-24
90,b_5_k2,eps_G_1,-1.3944393452498196e-24
91,b_5_k2,eps_G_1,-1.2779375346819237e-24
92,b_5_k2,eps_G_1,-1.1707916927751092e-24
93,b_5_k2,eps_G_1,-1.0722956439028382e-24
94,b_5_k2,eps_G_1,-9.817908878772707e-25
95,b_5_k2,eps_G_1,-8.986641266177881e-25
96,b_5_k2,eps_G_1,-8.223448087314293e-25
97,b_5_k2,eps_G_1,-7.523027131561642e-25
98,b_5_k2,eps_G_1,-6.880455886086379e-25
99,b_5_k2,eps_G_1,-6.2911686183905535e-25
100,b_5_k2,eps_G_1,-5.750934245373029e-25
1,alpha_5_k2,eps_G_1,2.380772498735744e-20
2,alpha_5_k2,eps_G_1,1.3574043331216424e-19
3,alpha_5_k2,eps_G_1,2.1834002177988187e-19
4,alpha_5_k2,eps_G_1,2.8306228822093438e-19
5,alpha_5_k2,eps_G_1,3.3265670115597746e-19
6,alpha_5_k2,eps_G_1,3.695016086218026e-19
7,alpha_5_k2,eps_G_1,3.9565096758290297e-19
8,alpha_5_k2,eps_G_1,4.1287543866556523e-19
9,alpha_5_k2,eps_G_1,4.22698505855866e-19
10,alpha_5_k2,eps_G_1,4.264282052214509e-19
11,alpha_5_k2,eps_G_1,4.2518497965536023e-19
12,alpha_5_k2,eps_G_1,4.199261171502731e-19
13,alpha_5_k2,eps_G_1,4.114671773496498e-19
14,alpha_5_k2,eps_G_1,4.0050076433764847e-19
15,alpha_5_k2,eps_G_1,3.876129621545509e-19
16,alpha_5_k2,eps_G_1,3.732977127646964e-19
17,alpha_5_k2,eps_G_1,3.5796938363126716e-19
18,alpha_5_k2,eps_G_1,3.4197374319687684e-19
19,alpha_5_k2,eps_G_1,3.2559753701305197e-19
20,alpha_5_k2,eps_G_1,3.0907683463402323e-19
21,alpha_5_k2,eps_G_1,2.9260429736066973e-19
22,alpha_5_k2,eps_G_1,2.763354991956467e-19
23,alpha_5_k2,eps_G_1,2.6039441769002157e-19
24,alpha_5_k2,eps_G_1,2.44878197493565e-19
25,alpha_5_k2,eps_G_1,2.298612771594996e-19
26,alpha_5_k2,eps_G_1,2.1539895891731157e-19
27,alpha_5_k2,eps_G_1,2.0153049155196616e-19
28,alpha_5_k2,eps_G_1,1.882817280705167e-19
29,alpha_5_k2,eps_G_1,1.7566741236983748e-19
30,alpha_5_k2,eps_G_1,1.6369314252858891e-19
31,alpha_5_k2,eps_G_1,1.523570525318917e-19
32,alpha_5_k2,eps_G_1,1.4165124910924806e-19
33,alpha_5_k2,eps_G_1,1.3156303584581418e-19
34,alpha_5_k2,eps_G_1,1.2207595274397465e-19
35,alpha_5_k2,eps_G_1,1.1317065590404487e-19
36,alpha_5_k2,eps_G_1,1.0482565890466129e-19
37,alpha_5_k2,eps_G_1,9.701795474611397e-20
38,alpha_5_k2,eps_G_1,8.972353483022951e-20
39,alpha_5_k2,eps_G_1,8.291781935006079e-20
40,alpha_5_k2,eps_G_1,7.657601161762353e-20
41,alpha_5_k2,eps_G_1,7.067338723817311e-20
42,alpha_5_k2,eps_G_1,6.518552761843654e-20
43,alpha_5_k2,eps_G_1,6.008850605026555e-20
44,alpha_5_k2,eps_G_1,5.53590335195444e-20
45,alpha_5_k2,eps_G_1,5.097457043446482e-20
46,alpha_5_k2,eps_G_1,4.6913409631205705e-20
47,alpha_5_k2,eps_G_1,4.315473528425377e-20
48,alpha_5_k2,eps_G_1,3.967866171038017e-20
49,alpha_5_k2,eps_G_1,3.646625549843875e-20
50,alpha_5_k2,eps_G_1,3.349954391178181e-20
51,alpha_5_k2,eps_G_1,3.076151208747187e-20
52,alpha_5_k2,eps_G_1,2.8236091188906105e-20
53,alpha_5_k2,eps_G_1,2.5908139349178768e-20
54,alpha_5_k2,eps_G_1,2.376341696550784e-20
55,alpha_5_k2,eps_G_1,2.178855766507931e-20
56,alpha_5_k2,eps_G_1,1.9971036055081407e-20
57,alpha_5_k2,eps_G_1,1.8299133190432288e-20
58,alpha_5_k2,eps_G_1,1.6761900538162185e-20
59,alpha_5_k2,eps_G_1,1.5349123084441776e-20
60,alpha_5_k2,eps_G_1,1.405128211608383e-20
61,alpha_5_k2,eps_G_1,1.2859518110553051e-20
62,alpha_5_k2,eps_G_1,1.1765594084967591e-20
63,alpha_5_k2,eps_G_1,1.0761859683393692e-20
64,alpha_5_k2,eps_G_1,9.841216221284898e-21
65,alpha_5_k2,eps_G_1,8.997082854763924e-21
66,alpha_5_k2,eps_G_1,8.223363999334297e-21
67,alpha_5_k2,eps_G_1,7.514418086442955e-21
68,alpha_5_k2,eps_G_1,6.86502771613654e-21
69,alpha_5_k2,eps_G_1,6.2703712390269775e-21
70,alpha_5_k2,eps_G_1,5.725995780177963e-21
71,alpha_5_k2,eps_G_1,5.227791700708481e-21
72,alpha_5_k2,eps_G_1,4.771968479331116e-21
73,alpha_5_k2,eps_G_1,4.355031985222139e-21
74,alpha_5_k2,eps_G_1,3.973763105141647e-21
75,alpha_5_k2,eps_G_1,3.625197681225031e-21
76,alpha_5_k2,eps_G_1,3.306607711040322e-21
77,alpha_5_k2,eps_G_1,3.0154837580803043e-21
78,alpha_5_k2,eps_G_1,2.7495185186018872e-21
79,alpha_5_k2,eps_G_1,2.5065914894383507e-21
80,alpha_5_k2,eps_G_1,2.2847546809215023e-21
81,alpha_5_k2,eps_G_1,2.0822193192136402e-21
82,alpha_5_k2,eps_G_1,1.8973434830381356e-21
83,alpha_5_k2,eps_G_1,1.728620620905595e-21
84,alpha_5_k2,eps_G_1,1.5746688963691817e-21
85,alpha_5_k2,eps_G_1,1.4342213105309949e-21
86,alpha_5_k2,eps_G_1,1.3061165528967537e-21
87,alpha_5_k2,eps_G_1,1.1892905336840506e-21
88,alpha_5_k2,eps_G_1,1.0827685527849209e-21
89,alpha_5_k2,eps_G_1,9.856580627287765e-22
90,alpha_5_k2,eps_G_1,8.971419851560116e-22
91,alpha_5_k2,eps_G_1,8.16472542470512e-22
92,alpha_5_k2,eps_G_1,7.429655684705522e-22
93,alpha_5_k2,eps_G_1,6.759952638458793e-22
94,alpha_5_k2,eps_G_1,6.149893644614354e-22
95,alpha_5_k2,eps_G_1,5.594246923154215e-22
96,alpha_5_k2,eps_G_1,5.0882306095399605e-22
97,alpha_5_k2,eps_G_1,4.627475089417015e-22
98,alpha_5_k2,eps_G_1,4.2079883672232585e-22
99,alpha_5_k2,eps_G_1,3.826124238574083e-22
100,alpha_5_k2,eps_G_1,3.4785530519825102e-22
1,L,eps_a_3,-0.0006007750565220742
2,L,eps_a_3,-0.0005406975508698674
3,L,eps_a_3,-0.00048662779578288094
4,L,eps_a_3,-0.0004379650162045929
5,L,eps_a_3,-0.00039416851458413374
6,L,eps_a_3,-0.0003547516631257205
7,L,eps_a_3,-0.0003192764968131485
8,L,eps_a_3,-0.00028734884713183374
9,L,eps_a_3,-0.00025861396241865046
10,L,eps_a_3,-0.0002327525661767855
11,L,eps_a_3,-0.00020947730955910704
12,L,eps_a_3,-0.00018852957860319638
13,L,eps_a_3,-0.00016967662074287676
14,L,eps_a_3,-0.00015270895866858914
15,L,eps_a_3,-0.00013743806280173024
16,L,eps_a_3,-0.00012369425652155726
17,L,eps_a_3,-0.00011132483086940155
18,L,eps_a_3,-0.00010019234778246143
19,L,eps_a_3,-9.017311300421531e-5
20,L,eps_a_3,-8.115580170379381e-5
21,L,eps_a_3,-7.304022153341445e-5
22,L,eps_a_3,-6.573619938007302e-5
23,L,eps_a_3,-5.916257944206574e-5
24,L,eps_a_3,-5.324632149785919e-5
25,L,eps_a_3,-4.792168934807328e-5
26,L,eps_a_3,-4.312952041326596e-5
27,L,eps_a_3,-3.881656837193937e-5
28,L,eps_a_3,-3.4934911534745445e-5
29,L,eps_a_3,-3.144142038127092e-5
30,L,eps_a_3,-2.829727834314383e-5
31,L,eps_a_3,-2.546755050882946e-5
32,L,eps_a_3,-2.2920795457946515e-5
33,L,eps_a_3,-2.062871591215187e-5
34,L,eps_a_3,-1.856584432093669e-5
35,L,eps_a_3,-1.6709259888843026e-5
36,L,eps_a_3,-1.5038333899958727e-5
37,L,eps_a_3,-1.3534500509962856e-5
38,L,eps_a_3,-1.2181050458966577e-5
39,L,eps_a_3,-1.0962945413069923e-5
40,L,eps_a_3,-9.866650871762935e-6
41,L,eps_a_3,-8.879985784586643e-6
42,L,eps_a_3,-7.99198720612798e-6
43,L,eps_a_3,-7.192788485515185e-6
44,L,eps_a_3,-6.473509636963668e-6
45,L,eps_a_3,-5.826158673267302e-6
46,L,eps_a_3,-5.243542805940573e-6
47,L,eps_a_3,-4.719188525346518e-6
48,L,eps_a_3,-4.247269672811867e-6
49,L,eps_a_3,-3.822542705530682e-6
50,L,eps_a_3,-3.440288434977614e-6
51,L,eps_a_3,-3.096259591479854e-6
52,L,eps_a_3,-2.7866336323318694e-6
53,L,eps_a_3,-2.507970269098683e-6
54,L,eps_a_3,-2.257173242188815e-6
55,L,eps_a_3,-2.031455917969934e-6
56,L,eps_a_3,-1.8283103261729418e-6
57,L,eps_a_3,-1.645479293555648e-6
58,L,eps_a_3,-1.4809313642000835e-6
59,L,eps_a_3,-1.3328382277800755e-6
60,L,eps_a_3,-1.1995544050020685e-6
61,L,eps_a_3,-1.0795989645018618e-6
62,L,eps_a_3,-9.716390680516758e-7
63,L,eps_a_3,-8.744751612465088e-7
64,L,eps_a_3,-7.870276451218581e-7
65,L,eps_a_3,-7.083248806096724e-7
66,L,eps_a_3,-6.374923925487055e-7
67,L,eps_a_3,-5.737431532938352e-7
68,L,eps_a_3,-5.163688379644517e-7
69,L,eps_a_3,-4.6473195416800676e-7
70,L,eps_a_3,-4.1825875875120624e-7
71,L,eps_a_3,-3.764328828760857e-7
72,L,eps_a_3,-3.3878959458847724e-7
73,L,eps_a_3,-3.049106351296295e-7
74,L,eps_a_3,-2.744195716166667e-7
75,L,eps_a_3,-2.469776144550001e-7
76,L,eps_a_3,-2.2227985300950016e-7
77,L,eps_a_3,-2.0005186770855017e-7
78,L,eps_a_3,-1.8004668093769525e-7
79,L,eps_a_3,-1.620420128439258e-7
80,L,eps_a_3,-1.4583781155953322e-7
81,L,eps_a_3,-1.3125403040357996e-7
82,L,eps_a_3,-1.1812862736322199e-7
83,L,eps_a_3,-1.0631576462689983e-7
84,L,eps_a_3,-9.56841881642099e-8
85,L,eps_a_3,-8.611576934778893e-8
86,L,eps_a_3,-7.750419241301006e-8
87,L,eps_a_3,-6.975377317170908e-8
88,L,eps_a_3,-6.277839585453817e-8
89,L,eps_a_3,-5.650055626908439e-8
90,L,eps_a_3,-5.085050064217597e-8
91,L,eps_a_3,-4.576545057795839e-8
92,L,eps_a_3,-4.118890552016256e-8
93,L,eps_a_3,-3.707001496814632e-8
94,L,eps_a_3,-3.3363013471331695e-8
95,L,eps_a_3,-3.002671212419853e-8
96,L,eps_a_3,-2.702404091177869e-8
97,L,eps_a_3,-2.4321636820600828e-8
98,L,eps_a_3,-2.1889473138540752e-8
99,L,eps_a_3,-1.9700525824686683e-8
100,L,eps_a_3,-1.7730473242218017e-8
1,c,eps_a_3,3.984463759759465e-20
2,c,eps_a_3,7.878684283323161e-20
3,c,eps_a_3,7.090815854990844e-20
4,c,eps_a_3,6.38173426949176e-20
5,c,eps_a_3,5.743560842542583e-20
6,c,eps_a_3,5.169204758288325e-20
7,c,eps_a_3,4.652284282459493e-20
8,c,eps_a_3,4.187055854213544e-20
9,c,eps_a_3,3.768350268792189e-20
10,c,eps_a_3,3.39151524191297e-20
11,c,eps_a_3,3.0523637177216726e-20
12,c,eps_a_3,2.747127345949505e-20
13,c,eps_a_3,2.4724146113545547e-20
14,c,eps_a_3,2.225173150219099e-20
15,c,eps_a_3,2.0026558351971888e-20
16,c,eps_a_3,1.8023902516774703e-20
17,c,eps_a_3,1.6221512265097235e-20
18,c,eps_a_3,1.4599361038587507e-20
19,c,eps_a_3,1.3139424934728758e-20
20,c,eps_a_3,1.1825482441255882e-20
21,c,eps_a_3,1.0642934197130293e-20
22,c,eps_a_3,9.578640777417261e-21
23,c,eps_a_3,8.620776699675536e-21
24,c,eps_a_3,7.758699029707982e-21
25,c,eps_a_3,6.982829126737183e-21
26,c,eps_a_3,6.284546214063466e-21
27,c,eps_a_3,5.656091592657119e-21
28,c,eps_a_3,5.090482433391407e-21
29,c,eps_a_3,4.581434190052265e-21
30,c,eps_a_3,4.12329077104704e-21
31,c,eps_a_3,3.710961693942336e-21
32,c,eps_a_3,3.3398655245481017e-21
33,c,eps_a_3,3.0058789720932916e-21
34,c,eps_a_3,2.7052910748839627e-21
35,c,eps_a_3,2.4347619673955665e-21
36,c,eps_a_3,2.1912857706560096e-21
37,c,eps_a_3,1.972157193590409e-21
38,c,eps_a_3,1.774941474231367e-21
39,c,eps_a_3,1.5974473268082309e-21
40,c,eps_a_3,1.4377025941274079e-21
41,c,eps_a_3,1.2939323347146668e-21
42,c,eps_a_3,1.1645391012432002e-21
43,c,eps_a_3,1.0480851911188801e-21
44,c,eps_a_3,9.432766720069922e-22
45,c,eps_a_3,8.489490048062932e-22
46,c,eps_a_3,7.640541043256638e-22
47,c,eps_a_3,6.876486938930972e-22
48,c,eps_a_3,6.188838245037875e-22
49,c,eps_a_3,5.569954420534087e-22
50,c,eps_a_3,5.012958978480678e-22
51,c,eps_a_3,4.511663080632611e-22
52,c,eps_a_3,4.060496772569349e-22
53,c,eps_a_3,3.654447095312415e-22
54,c,eps_a_3,3.2890023857811733e-22
55,c,eps_a_3,2.9601021472030557e-22
56,c,eps_a_3,2.6640919324827497e-22
57,c,eps_a_3,2.3976827392344754e-22
58,c,eps_a_3,2.1579144653110276e-22
59,c,eps_a_3,1.9421230187799246e-22
60,c,eps_a_3,1.747910716901932e-22
61,c,eps_a_3,1.573119645211739e-22
62,c,eps_a_3,1.4158076806905653e-22
63,c,eps_a_3,1.2742269126215086e-22
64,c,eps_a_3,1.1468042213593577e-22
65,c,eps_a_3,1.032123799223422e-22
66,c,eps_a_3,9.289114193010798e-23
67,c,eps_a_3,8.360202773709718e-23
68,c,eps_a_3,7.524182496338747e-23
69,c,eps_a_3,6.771764246704874e-23
70,c,eps_a_3,6.094587822034386e-23
71,c,eps_a_3,5.485129039830947e-23
72,c,eps_a_3,4.936616135847852e-23
73,c,eps_a_3,4.4429545222630675e-23
74,c,eps_a_3,3.99865907003676e-23
75,c,eps_a_3,3.5987931630330834e-23
76,c,eps_a_3,3.238913846729775e-23
77,c,eps_a_3,2.9150224620567975e-23
78,c,eps_a_3,2.623520215851118e-23
79,c,eps_a_3,2.3611681942660064e-23
80,c,eps_a_3,2.125051374839406e-23
81,c,eps_a_3,1.9125462373554653e-23
82,c,eps_a_3,1.7212916136199184e-23
83,c,eps_a_3,1.5491624522579272e-23
84,c,eps_a_3,1.3942462070321344e-23
85,c,eps_a_3,1.2548215863289208e-23
86,c,eps_a_3,1.1293394276960289e-23
87,c,eps_a_3,1.0164054849264259e-23
88,c,eps_a_3,9.147649364337835e-24
89,c,eps_a_3,8.23288442790405e-24
90,c,eps_a_3,7.409595985113645e-24
91,c,eps_a_3,6.668636386602282e-24
92,c,eps_a_3,6.0017727479420536e-24
93,c,eps_a_3,5.401595473147848e-24
94,c,eps_a_3,4.861435925833063e-24
95,c,eps_a_3,4.375292333249757e-24
96,c,eps_a_3,3.937763099924781e-24
97,c,eps_a_3,3.543986789932303e-24
98,c,eps_a_3,3.1895881109390727e-24
99,c,eps_a_3,2.8706292998451654e-24
100,c,eps_a_3,2.583566369860649e-24
1,omega_G_1,eps_a_3,-7.781972736357747e-19
2,omega_G_1,eps_a_3,-3.163299708869296e-19
3,omega_G_1,eps_a_3,6.094584404850426e-20
4,omega_G_1,eps_a_3,3.659297957057207e-19
