Period,Variable,Shock,Value
83,omega_G_2,eps_a_basket_2,2.9192349994244773e-21
84,omega_G_2,eps_a_basket_2,2.6589499858527603e-21
85,omega_G_2,eps_a_basket_2,2.4215296250011417e-21
86,omega_G_2,eps_a_basket_2,2.2050038364613194e-21
87,omega_G_2,eps_a_basket_2,2.00756790937945e-21
88,omega_G_2,eps_a_basket_2,1.8275691293493412e-21
89,omega_G_2,eps_a_basket_2,1.6634944262314599e-21
90,omega_G_2,eps_a_basket_2,1.5139589724436614e-21
91,omega_G_2,eps_a_basket_2,1.3776956651511081e-21
92,omega_G_2,eps_a_basket_2,1.253545429592629e-21
93,omega_G_2,eps_a_basket_2,1.1404482844943345e-21
94,omega_G_2,eps_a_basket_2,1.0374351141197724e-21
95,omega_G_2,eps_a_basket_2,9.436200949751795e-22
96,omega_G_2,eps_a_basket_2,8.581937285183073e-22
97,omega_G_2,eps_a_basket_2,7.804164344030579e-22
98,omega_G_2,eps_a_basket_2,7.096126618256753e-22
99,omega_G_2,eps_a_basket_2,6.451654794197387e-22
100,omega_G_2,eps_a_basket_2,5.865116068767326e-22
1,omega_a_2,eps_a_basket_2,-7.782818530227903e-20
2,omega_a_2,eps_a_basket_2,-1.534919687145267e-19
3,omega_a_2,eps_a_basket_2,-2.1324471359130204e-19
4,omega_a_2,eps_a_basket_2,-2.5951198980557706e-19
5,omega_a_2,eps_a_basket_2,-2.9439336364108413e-19
6,omega_a_2,eps_a_basket_2,-3.1970334281143403e-19
7,omega_a_2,eps_a_basket_2,-3.370073925113031e-19
8,omega_a_2,eps_a_basket_2,-3.47653598843084e-19
9,omega_a_2,eps_a_basket_2,-3.5280048998339567e-19
10,omega_a_2,eps_a_basket_2,-3.534414669072142e-19
11,omega_a_2,eps_a_basket_2,-3.5042624354643503e-19
12,omega_a_2,eps_a_basket_2,-3.4447965018873956e-19
13,omega_a_2,eps_a_basket_2,-3.362181130671188e-19
14,omega_a_2,eps_a_basket_2,-3.261640868679349e-19
15,omega_a_2,eps_a_basket_2,-3.1475868477791657e-19
16,omega_a_2,eps_a_basket_2,-3.0237272223722257e-19
17,omega_a_2,eps_a_basket_2,-2.893163653568882e-19
18,omega_a_2,eps_a_basket_2,-2.758475526302485e-19
19,omega_a_2,eps_a_basket_2,-2.6217933879536785e-19
20,omega_a_2,eps_a_basket_2,-2.4848629220116086e-19
21,omega_a_2,eps_a_basket_2,-2.349100615378416e-19
22,omega_a_2,eps_a_basket_2,-2.215642140851746e-19
23,omega_a_2,eps_a_basket_2,-2.0853843550766252e-19
24,omega_a_2,eps_a_basket_2,-1.9590217050480114e-19
25,omega_a_2,eps_a_basket_2,-1.837077741474354e-19
26,omega_a_2,eps_a_basket_2,-1.7199323535649479e-19
27,omega_a_2,eps_a_basket_2,-1.6078452658226795e-19
28,omega_a_2,eps_a_basket_2,-1.5009762720932154e-19
29,omega_a_2,eps_a_basket_2,-1.3994026244514174e-19
30,omega_a_2,eps_a_basket_2,-1.303133943617047e-19
31,omega_a_2,eps_a_basket_2,-1.2121249727050363e-19
32,omega_a_2,eps_a_basket_2,-1.1262864565392574e-19
33,omega_a_2,eps_a_basket_2,-1.0454943938795838e-19
34,omega_a_2,eps_a_basket_2,-9.695978791864524e-20
35,omega_a_2,eps_a_basket_2,-8.984257234931513e-20
36,omega_a_2,eps_a_basket_2,-8.31792020146646e-20
37,omega_a_2,eps_a_basket_2,-7.695008002345103e-20
38,omega_a_2,eps_a_basket_2,-7.113499041033353e-20
39,omega_a_2,eps_a_basket_2,-6.571341791960502e-20
40,omega_a_2,eps_a_basket_2,-6.066481002291888e-20
41,omega_a_2,eps_a_basket_2,-5.596878952637392e-20
42,omega_a_2,eps_a_basket_2,-5.160532502890875e-20
43,omega_a_2,eps_a_basket_2,-4.755486553567288e-20
44,omega_a_2,eps_a_basket_2,-4.3798444690795097e-20
45,omega_a_2,eps_a_basket_2,-4.0317759359536136e-20
46,omega_a_2,eps_a_basket_2,-3.709522664762102e-20
47,omega_a_2,eps_a_basket_2,-3.411402288449358e-20
48,omega_a_2,eps_a_basket_2,-3.1358107607515404e-20
49,omega_a_2,eps_a_basket_2,-2.881223515708793e-20
50,omega_a_2,eps_a_basket_2,-2.6461956120670798e-20
51,omega_a_2,eps_a_basket_2,-2.4293610539966212e-20
52,omega_a_2,eps_a_basket_2,-2.2294314514195833e-20
53,omega_a_2,eps_a_basket_2,-2.045194158817987e-20
54,omega_a_2,eps_a_basket_2,-1.8755100102225142e-20
55,omega_a_2,eps_a_basket_2,-1.7193107497579562e-20
56,omega_a_2,eps_a_basket_2,-1.5755962412840845e-20
57,omega_a_2,eps_a_basket_2,-1.4434315270074077e-20
58,omega_a_2,eps_a_basket_2,-1.3219437931732254e-20
59,omega_a_2,eps_a_basket_2,-1.2103192908358055e-20
60,omega_a_2,eps_a_basket_2,-1.1078002510341371e-20
61,omega_a_2,eps_a_basket_2,-1.0136818262844445e-20
62,omega_a_2,eps_a_basket_2,-9.27309083974349e-21
63,omega_a_2,eps_a_basket_2,-8.480740718634284e-21
64,omega_a_2,eps_a_basket_2,-7.754129713349482e-21
65,omega_a_2,eps_a_basket_2,-7.088033501935297e-21
66,omega_a_2,eps_a_basket_2,-6.4776152356704555e-21
67,omega_a_2,eps_a_basket_2,-5.918400287639229e-21
68,omega_a_2,eps_a_basket_2,-5.4062521768575434e-21
69,omega_a_2,eps_a_basket_2,-4.937349685355802e-21
70,omega_a_2,eps_a_basket_2,-4.508165170385834e-21
71,omega_a_2,eps_a_basket_2,-4.115444061556302e-21
72,omega_a_2,eps_a_basket_2,-3.756185522788817e-21
73,omega_a_2,eps_a_basket_2,-3.4276242511592666e-21
74,omega_a_2,eps_a_basket_2,-3.127213378627738e-21
75,omega_a_2,eps_a_basket_2,-2.8526084380909224e-21
76,omega_a_2,eps_a_basket_2,-2.6016523518751926e-21
77,omega_a_2,eps_a_basket_2,-2.3723613985216997e-21
78,omega_a_2,eps_a_basket_2,-2.1629121123201535e-21
79,omega_a_2,eps_a_basket_2,-1.971629069373699e-21
80,omega_a_2,eps_a_basket_2,-1.7969735138933344e-21
81,omega_a_2,eps_a_basket_2,-1.6375327788153055e-21
82,omega_a_2,eps_a_basket_2,-1.4920104556139491e-21
83,omega_a_2,eps_a_basket_2,-1.3592172692647109e-21
84,omega_a_2,eps_a_basket_2,-1.2380626156291809e-21
85,omega_a_2,eps_a_basket_2,-1.1275467200281098e-21
86,omega_a_2,eps_a_basket_2,-1.0267533773909612e-21
87,omega_a_2,eps_a_basket_2,-9.348432360809612e-22
88,omega_a_2,eps_a_basket_2,-8.510475892590516e-22
89,omega_a_2,eps_a_basket_2,-7.746626394407142e-22
90,omega_a_2,eps_a_basket_2,-7.050442036934537e-22
91,omega_a_2,eps_a_basket_2,-6.416028287012383e-22
92,omega_a_2,eps_a_basket_2,-5.837992866705314e-22
93,omega_a_2,eps_a_basket_2,-5.311404247589536e-22
94,omega_a_2,eps_a_basket_2,-4.8317534236298595e-22
95,omega_a_2,eps_a_basket_2,-4.394918721986223e-22
96,omega_a_2,eps_a_basket_2,-3.997133426435015e-22
97,omega_a_2,eps_a_basket_2,-3.6349560027741867e-22
98,omega_a_2,eps_a_basket_2,-3.3052427295811737e-22
99,omega_a_2,eps_a_basket_2,-3.0051225509990216e-22
100,omega_a_2,eps_a_basket_2,-2.7319739808374886e-22
1,omega_G_3,eps_a_basket_2,1.3779672814370165e-19
2,omega_G_3,eps_a_basket_2,2.6138074209759096e-19
3,omega_G_3,eps_a_basket_2,3.588699859792654e-19
4,omega_G_3,eps_a_basket_2,4.342475736636291e-19
5,omega_G_3,eps_a_basket_2,4.909609439513273e-19
6,omega_G_3,eps_a_basket_2,5.319891644448497e-19
7,omega_G_3,eps_a_basket_2,5.599021314001543e-19
8,omega_G_3,eps_a_basket_2,5.769126133199495e-19
9,omega_G_3,eps_a_basket_2,5.849219775417841e-19
10,omega_G_3,eps_a_basket_2,5.855603427860523e-19
11,omega_G_3,eps_a_basket_2,5.80221815206049e-19
12,omega_G_3,eps_a_basket_2,5.700953897141859e-19
13,omega_G_3,eps_a_basket_2,5.561920311686349e-19
14,omega_G_3,eps_a_basket_2,5.393683904350522e-19
15,omega_G_3,eps_a_basket_2,5.203475575364997e-19
16,omega_G_3,eps_a_basket_2,4.997372073133072e-19
17,omega_G_3,eps_a_basket_2,4.780454515593882e-19
18,omega_G_3,eps_a_basket_2,4.556946748831199e-19
19,omega_G_3,eps_a_basket_2,4.330335990265114e-19
20,omega_G_3,eps_a_basket_2,4.1034779159239337e-19
21,omega_G_3,eps_a_basket_2,3.878688096548339e-19
22,omega_G_3,eps_a_basket_2,3.657821461888624e-19
23,omega_G_3,eps_a_basket_2,3.4423412731953684e-19
24,omega_G_3,eps_a_basket_2,3.2333789076218776e-19
25,omega_G_3,eps_a_basket_2,3.031785602431131e-19
26,omega_G_3,eps_a_basket_2,2.838177169202315e-19
27,omega_G_3,eps_a_basket_2,2.652972566594951e-19
28,omega_G_3,eps_a_basket_2,2.4764271128170366e-19
29,omega_G_3,eps_a_basket_2,2.3086610241287555e-19
30,omega_G_3,eps_a_basket_2,2.1496838820499604e-19
31,omega_G_3,eps_a_basket_2,1.9994155581456368e-19
32,omega_G_3,eps_a_basket_2,1.857704060201678e-19
33,omega_G_3,eps_a_basket_2,1.724340706265055e-19
34,omega_G_3,eps_a_basket_2,1.5990729825137398e-19
35,omega_G_3,eps_a_basket_2,1.481615396450037e-19
36,omega_G_3,eps_a_basket_2,1.3716585977739373e-19
37,omega_G_3,eps_a_basket_2,1.2688770048685573e-19
38,omega_G_3,eps_a_basket_2,1.1729351445665138e-19
39,omega_G_3,eps_a_basket_2,1.0834928862761934e-19
40,omega_G_3,eps_a_basket_2,1.0002097281982721e-19
41,omega_G_3,eps_a_basket_2,9.227482728731729e-20
42,omega_G_3,eps_a_basket_2,8.50777011331111e-20
43,omega_G_3,eps_a_basket_2,7.839725193687297e-20
44,omega_G_3,eps_a_basket_2,7.220211556855135e-20
45,omega_G_3,eps_a_basket_2,6.646203395452532e-20
46,omega_G_3,eps_a_basket_2,6.114794750761899e-20
47,omega_G_3,eps_a_basket_2,5.623205801054867e-20
48,omega_G_3,eps_a_basket_2,5.168786693781623e-20
49,omega_G_3,eps_a_basket_2,4.749019349952479e-20
50,omega_G_3,eps_a_basket_2,4.361517607951348e-20
51,omega_G_3,eps_a_basket_2,4.004026020850918e-20
52,omega_G_3,eps_a_basket_2,3.6744175750910604e-20
53,omega_G_3,eps_a_basket_2,3.3706905582746655e-20
54,omega_G_3,eps_a_basket_2,3.0909647690706387e-20
55,omega_G_3,eps_a_basket_2,2.8334772321246703e-20
56,omega_G_3,eps_a_basket_2,2.5965775548771895e-20
57,omega_G_3,eps_a_basket_2,2.3787230407579583e-20
58,omega_G_3,eps_a_basket_2,2.1784736539138012e-20
59,omega_G_3,eps_a_basket_2,1.994486914030896e-20
60,omega_G_3,eps_a_basket_2,1.8255127855854336e-20
61,omega_G_3,eps_a_basket_2,1.670388613688755e-20
62,omega_G_3,eps_a_basket_2,1.528034148315558e-20
63,omega_G_3,eps_a_basket_2,1.3974466898801125e-20
64,omega_G_3,eps_a_basket_2,1.2776963816486006e-20
65,omega_G_3,eps_a_basket_2,1.16792166816459e-20
66,omega_G_3,eps_a_basket_2,1.0673249335608956e-20
67,omega_G_3,eps_a_basket_2,9.751683291962942e-21
68,omega_G_3,eps_a_basket_2,8.90769796369004e-21
69,omega_G_3,eps_a_basket_2,8.13499286815209e-21
70,omega_G_3,eps_a_basket_2,7.427751812084829e-21
71,omega_G_3,eps_a_basket_2,6.780609038549499e-21
72,omega_G_3,eps_a_basket_2,6.188617301600387e-21
73,omega_G_3,eps_a_basket_2,5.647217821655603e-21
74,omega_G_3,eps_a_basket_2,5.1522120646837716e-21
75,omega_G_3,eps_a_basket_2,4.69973528088975e-21
76,omega_G_3,eps_a_basket_2,4.286231733207695e-21
77,omega_G_3,eps_a_basket_2,3.908431542253154e-21
78,omega_G_3,eps_a_basket_2,3.563329072157444e-21
79,omega_G_3,eps_a_basket_2,3.248162780658344e-21
80,omega_G_3,eps_a_basket_2,2.96039645673749e-21
81,omega_G_3,eps_a_basket_2,2.697701769794223e-21
82,omega_G_3,eps_a_basket_2,2.4579420556722346e-21
83,omega_G_3,eps_a_basket_2,2.239157266676702e-21
84,omega_G_3,eps_a_basket_2,2.0395500149235533e-21
85,omega_G_3,eps_a_basket_2,1.8574726408542676e-21
86,omega_G_3,eps_a_basket_2,1.6914152414496035e-21
87,omega_G_3,eps_a_basket_2,1.5399945955173294e-21
88,omega_G_3,eps_a_basket_2,1.401943926357014e-21
89,omega_G_3,eps_a_basket_2,1.2761034450735887e-21
90,omega_G_3,eps_a_basket_2,1.161411620783278e-21
91,omega_G_3,eps_a_basket_2,1.0568971269002937e-21
92,omega_G_3,eps_a_basket_2,9.616714155860736e-22
93,omega_G_3,eps_a_basket_2,8.749218752656945e-22
94,omega_G_3,eps_a_basket_2,7.959055288535305e-22
95,omega_G_3,eps_a_basket_2,7.239432329711423e-22
96,omega_G_3,eps_a_basket_2,6.584143409766964e-22
97,omega_G_3,eps_a_basket_2,5.987517950514283e-22
98,omega_G_3,eps_a_basket_2,5.444376149014468e-22
99,omega_G_3,eps_a_basket_2,4.949987528309474e-22
100,omega_G_3,eps_a_basket_2,4.500032870255333e-22
1,omega_a_3,eps_a_basket_2,3.886971809200829e-20
2,omega_a_3,eps_a_basket_2,8.473598544057808e-20
3,omega_a_3,eps_a_basket_2,1.2104030213851383e-19
4,omega_a_3,eps_a_basket_2,1.4923639564245664e-19
5,omega_a_3,eps_a_basket_2,1.7058286742422573e-19
6,omega_a_3,eps_a_basket_2,1.8616768089321647e-19
7,omega_a_3,eps_a_basket_2,1.969297029941668e-19
8,omega_a_3,eps_a_basket_2,2.036776438659949e-19
9,omega_a_3,eps_a_basket_2,2.071066995335157e-19
10,omega_a_3,eps_a_basket_2,2.0781316762887239e-19
11,omega_a_3,eps_a_basket_2,2.0630727510982259e-19
12,omega_a_3,eps_a_basket_2,2.0302442941829402e-19
13,omega_a_3,eps_a_basket_2,1.9833508011397295e-19
14,omega_a_3,eps_a_basket_2,1.9255335637633315e-19
15,omega_a_3,eps_a_basket_2,1.859446265850816e-19
16,omega_a_3,eps_a_basket_2,1.78732109188317e-19
17,omega_a_3,eps_a_basket_2,1.711026490050545e-19
18,omega_a_3,eps_a_basket_2,1.6321175976656136e-19
19,omega_a_3,eps_a_basket_2,1.5518802188571629e-19
20,omega_a_3,eps_a_basket_2,1.471369139833746e-19
21,omega_a_3,eps_a_basket_2,1.391441474426441e-19
22,omega_a_3,eps_a_basket_2,1.3127856507022594e-19
23,omega_a_3,eps_a_basket_2,1.2359465769786497e-19
24,omega_a_3,eps_a_basket_2,1.1613474614927394e-19
25,omega_a_3,eps_a_basket_2,1.0893087033342247e-19
26,omega_a_3,eps_a_basket_2,1.0200642221924855e-19
27,omega_a_3,eps_a_basket_2,9.53775550245752e-20
28,omega_a_3,eps_a_basket_2,8.905439704664404e-20
29,omega_a_3,eps_a_basket_2,8.304209511405335e-20
30,omega_a_3,eps_a_basket_2,7.734170959751436e-20
31,omega_a_3,eps_a_basket_2,7.195098023314263e-20
32,omega_a_3,eps_a_basket_2,6.686497964567009e-20
33,omega_a_3,eps_a_basket_2,6.207666937336063e-20
34,omega_a_3,eps_a_basket_2,5.757737135905637e-20
35,omega_a_3,eps_a_basket_2,5.3357166253879365e-20
36,omega_a_3,eps_a_basket_2,4.940522845614719e-20
37,omega_a_3,eps_a_basket_2,4.571010655542266e-20
38,omega_a_3,eps_a_basket_2,4.225995675028156e-20
39,omega_a_3,eps_a_basket_2,3.9042735840614456e-20
40,omega_a_3,eps_a_basket_2,3.604635954537796e-20
41,omega_a_3,eps_a_basket_2,3.3258831150782616e-20
42,omega_a_3,eps_a_basket_2,3.066834483965256e-20
43,omega_a_3,eps_a_basket_2,2.8263367479240684e-20
44,omega_a_3,eps_a_basket_2,2.6032702142514664e-20
45,omega_a_3,eps_a_basket_2,2.3965536198341443e-20
46,omega_a_3,eps_a_basket_2,2.205147642157772e-20
47,omega_a_3,eps_a_basket_2,2.0280573238183323e-20
48,omega_a_3,eps_a_basket_2,1.8643335927252027e-20
49,omega_a_3,eps_a_basket_2,1.7130740346125158e-20
50,omega_a_3,eps_a_basket_2,1.573423052195114e-20
51,omega_a_3,eps_a_basket_2,1.4445715259150675e-20
52,omega_a_3,eps_a_basket_2,1.3257560743690795e-20
53,omega_a_3,eps_a_basket_2,1.2162579978731382e-20
54,omega_a_3,eps_a_basket_2,1.1154019759326944e-20
55,omega_a_3,eps_a_basket_2,1.0225545784016081e-20
56,omega_a_3,eps_a_basket_2,9.37122640617412e-21
57,omega_a_3,eps_a_basket_2,8.585515446060391e-21
58,omega_a_3,eps_a_basket_2,7.863234413907666e-21
59,omega_a_3,eps_a_basket_2,7.199554433724882e-21
60,omega_a_3,eps_a_basket_2,6.589978105439579e-21
61,omega_a_3,eps_a_basket_2,6.0303214984740875e-21
62,omega_a_3,eps_a_basket_2,5.516696431847299e-21
63,omega_a_3,eps_a_basket_2,5.0454931635611266e-21
64,omega_a_3,eps_a_basket_2,4.613363584613716e-21
65,omega_a_3,eps_a_basket_2,4.217204989820176e-21
66,omega_a_3,eps_a_basket_2,3.8541444781392065e-21
67,omega_a_3,eps_a_basket_2,3.521524018896229e-21
68,omega_a_3,eps_a_basket_2,3.216886206720456e-21
69,omega_a_3,eps_a_basket_2,2.937960716790875e-21
70,omega_a_3,eps_a_basket_2,2.6826514627800055e-21
71,omega_a_3,eps_a_basket_2,2.449024452403401e-21
72,omega_a_3,eps_a_basket_2,2.2352963294743175e-21
73,omega_a_3,eps_a_basket_2,2.0398235866070166e-21
74,omega_a_3,eps_a_basket_2,1.8610924290184326e-21
75,omega_a_3,eps_a_basket_2,1.6977092670814953e-21
76,omega_a_3,eps_a_basket_2,1.5483918132417612e-21
77,omega_a_3,eps_a_basket_2,1.411960757499159e-21
78,omega_a_3,eps_a_basket_2,1.2873319947726595e-21
79,omega_a_3,eps_a_basket_2,1.1735093770164684e-21
80,omega_a_3,eps_a_basket_2,1.0695779628637889e-21
81,omega_a_3,eps_a_basket_2,9.746977377714805e-22
82,omega_a_3,eps_a_basket_2,8.880977780689958e-22
83,omega_a_3,eps_a_basket_2,8.090708329292934e-22
84,omega_a_3,eps_a_basket_2,7.369682990368415e-22
85,omega_a_3,eps_a_basket_2,6.71195563593587e-22
86,omega_a_3,eps_a_basket_2,6.112076922486151e-22
87,omega_a_3,eps_a_basket_2,5.565054395367017e-22
88,omega_a_3,eps_a_basket_2,5.066315604446847e-22
89,omega_a_3,eps_a_basket_2,4.611674027757041e-22
90,omega_a_3,eps_a_basket_2,4.1972976103607287e-22
91,omega_a_3,eps_a_basket_2,3.8196797361661084e-22
92,omega_a_3,eps_a_basket_2,3.4756124607068047e-22
93,omega_a_3,eps_a_basket_2,3.1621618429777003e-22
94,omega_a_3,eps_a_basket_2,2.8766452241873486e-22
95,omega_a_3,eps_a_basket_2,2.6166103107252904e-22
96,omega_a_3,eps_a_basket_2,2.37981592771377e-22
97,omega_a_3,eps_a_basket_2,2.164214318197301e-22
98,omega_a_3,eps_a_basket_2,1.9679348713069887e-22
99,omega_a_3,eps_a_basket_2,1.7892691706127658e-22
100,omega_a_3,eps_a_basket_2,1.6266572613443172e-22
1,omega_G_4,eps_a_basket_2,-1.4792699085914497e-20
2,omega_G_4,eps_a_basket_2,-4.1812551524674544e-20
3,omega_G_4,eps_a_basket_2,-6.328050648482346e-20
4,omega_G_4,eps_a_basket_2,-8.003674493769584e-20
5,omega_G_4,eps_a_basket_2,-9.280893063514553e-20
6,omega_G_4,eps_a_basket_2,-1.0222631174372835e-19
7,omega_G_4,eps_a_basket_2,-1.0883212732424313e-19
8,omega_G_4,eps_a_basket_2,-1.1309451667121768e-19
9,omega_G_4,eps_a_basket_2,-1.154161068755549e-19
10,omega_G_4,eps_a_basket_2,-1.161424338723125e-19
11,omega_G_4,eps_a_basket_2,-1.1556933440096304e-19
12,omega_G_4,eps_a_basket_2,-1.1394943048516034e-19
13,omega_G_4,eps_a_basket_2,-1.1149781400850856e-19
14,omega_G_4,eps_a_basket_2,-1.0839702652233553e-19
15,omega_G_4,eps_a_basket_2,-1.0480141839331202e-19
16,omega_G_4,eps_a_basket_2,-1.0084096162486988e-19
17,omega_G_4,eps_a_basket_2,-9.662458202618305e-20
18,omega_G_4,eps_a_basket_2,-9.22430687309849e-20
19,omega_G_4,eps_a_basket_2,-8.777161227456453e-20
20,omega_G_4,eps_a_basket_2,-8.327201642211839e-20
21,omega_G_4,eps_a_basket_2,-7.879462361741583e-20
22,omega_G_4,eps_a_basket_2,-7.43799892094326e-20
23,omega_G_4,eps_a_basket_2,-7.006033544687185e-20
24,omega_G_4,eps_a_basket_2,-6.586081254472893e-20
25,omega_G_4,eps_a_basket_2,-6.180059086854588e-20
26,omega_G_4,eps_a_basket_2,-5.789380540215215e-20
27,omega_G_4,eps_a_basket_2,-5.415037112035171e-20
28,omega_G_4,eps_a_basket_2,-5.057668564088984e-20
29,omega_G_4,eps_a_basket_2,-4.717623354611683e-20
30,omega_G_4,eps_a_basket_2,-4.395010501388953e-20
31,omega_G_4,eps_a_basket_2,-4.0897439852646515e-20
32,omega_G_4,eps_a_basket_2,-3.80158066735132e-20
33,omega_G_4,eps_a_basket_2,-3.530152573168009e-20
34,omega_G_4,eps_a_basket_2,-3.274994291147847e-20
35,omega_G_4,eps_a_basket_2,-3.0355661398000363e-20
36,omega_G_4,eps_a_basket_2,-2.81127367581031e-20
37,omega_G_4,eps_a_basket_2,-2.601484043220529e-20
38,omega_G_4,eps_a_basket_2,-2.4055396003906013e-20
39,omega_G_4,eps_a_basket_2,-2.222769205694454e-20
40,omega_G_4,eps_a_basket_2,-2.0524974939336298e-20
41,omega_G_4,eps_a_basket_2,-1.8940524324680256e-20
42,omega_G_4,eps_a_basket_2,-1.7467714083562062e-20
43,omega_G_4,eps_a_basket_2,-1.6100060647420703e-20
44,omega_G_4,eps_a_basket_2,-1.4831260757671996e-20
45,omega_G_4,eps_a_basket_2,-1.3655220239398823e-20
46,omega_G_4,eps_a_basket_2,-1.2566075217203565e-20
47,omega_G_4,eps_a_basket_2,-1.1558206997053373e-20
48,omega_G_4,eps_a_basket_2,-1.0626251668761182e-20
49,omega_G_4,eps_a_basket_2,-9.765105336156896e-21
50,omega_G_4,eps_a_basket_2,-8.969925753385854e-21
51,omega_G_4,eps_a_basket_2,-8.236131033807452e-21
52,omega_G_4,eps_a_basket_2,-7.559396000610872e-21
53,omega_G_4,eps_a_basket_2,-6.935646663715533e-21
54,omega_G_4,eps_a_basket_2,-6.361053234193154e-21
55,omega_G_4,eps_a_basket_2,-5.832022023938097e-21
56,omega_G_4,eps_a_basket_2,-5.3451865233921185e-21
57,omega_G_4,eps_a_basket_2,-4.897397902715955e-21
58,omega_G_4,eps_a_basket_2,-4.4857151409411024e-21
59,omega_G_4,eps_a_basket_2,-4.107394952494061e-21
60,omega_G_4,eps_a_basket_2,-3.7598816503270165e-21
61,omega_G_4,eps_a_basket_2,-3.440797059068441e-21
62,omega_G_4,eps_a_basket_2,-3.1479305695583107e-21
63,omega_G_4,eps_a_basket_2,-2.8792294073595223e-21
64,omega_G_4,eps_a_basket_2,-2.632789171904908e-21
65,omega_G_4,eps_a_basket_2,-2.4068446894676213e-21
66,omega_G_4,eps_a_basket_2,-2.1997612117987426e-21
67,omega_G_4,eps_a_basket_2,-2.0100259827689633e-21
68,omega_G_4,eps_a_basket_2,-1.8362401874271527e-21
69,omega_G_4,eps_a_basket_2,-1.6771112913260147e-21
70,omega_G_4,eps_a_basket_2,-1.531445772570833e-21
71,omega_G_4,eps_a_basket_2,-1.3981422446534275e-21
72,omega_G_4,eps_a_basket_2,-1.2761849645937948e-21
73,omega_G_4,eps_a_basket_2,-1.1646377180995542e-21
74,omega_G_4,eps_a_basket_2,-1.0626380712582237e-21
75,omega_G_4,eps_a_basket_2,-9.693919766041636e-22
76,omega_G_4,eps_a_basket_2,-8.841687201683335e-22
77,omega_G_4,eps_a_basket_2,-8.062961952536278e-22
78,omega_G_4,eps_a_basket_2,-7.351564881201801e-22
79,omega_G_4,eps_a_basket_2,-6.701817604608856e-22
80,omega_G_4,eps_a_basket_2,-6.108504134522481e-22
81,omega_G_4,eps_a_basket_2,-5.566835182407292e-22
82,omega_G_4,eps_a_basket_2,-5.072414979369916e-22
83,omega_G_4,eps_a_basket_2,-4.621210465115942e-22
84,omega_G_4,eps_a_basket_2,-4.209522703919064e-22
85,omega_G_4,eps_a_basket_2,-3.833960390310403e-22
86,omega_G_4,eps_a_basket_2,-3.4914153123842833e-22
87,omega_G_4,eps_a_basket_2,-3.1790396461402837e-22
88,omega_G_4,eps_a_basket_2,-2.8942249600212406e-22
89,omega_G_4,eps_a_basket_2,-2.6345828146646033e-22
90,omega_G_4,eps_a_basket_2,-2.397926848779081e-22
91,omega_G_4,eps_a_basket_2,-2.182256247924017e-22
92,omega_G_4,eps_a_basket_2,-1.9857404987521757e-22
93,omega_G_4,eps_a_basket_2,-1.8067053369354625e-22
94,omega_G_4,eps_a_basket_2,-1.64361980249457e-22
95,omega_G_4,eps_a_basket_2,-1.4950843215725013e-22
96,omega_G_4,eps_a_basket_2,-1.3598197388099005e-22
97,omega_G_4,eps_a_basket_2,-1.236657229384095e-22
98,omega_G_4,eps_a_basket_2,-1.1245290244553514e-22
99,omega_G_4,eps_a_basket_2,-1.0224598882185158e-22
100,omega_G_4,eps_a_basket_2,-9.295592889844938e-23
1,omega_a_4,eps_a_basket_2,-1.707927693803568e-20
2,omega_a_4,eps_a_basket_2,-6.604547682352217e-20
3,omega_a_4,eps_a_basket_2,-1.0504764396253105e-19
4,omega_a_4,eps_a_basket_2,-1.3558892290550297e-19
5,omega_a_4,eps_a_basket_2,-1.5897146962025525e-19
6,omega_a_4,eps_a_basket_2,-1.763216177630021e-19
7,omega_a_4,eps_a_basket_2,-1.8861202158099703e-19
8,omega_a_4,eps_a_basket_2,-1.9668112845776298e-19
9,omega_a_4,eps_a_basket_2,-2.012502937433658e-19
10,omega_a_4,eps_a_basket_2,-2.0293881468727047e-19
11,omega_a_4,eps_a_basket_2,-2.0227712850496056e-19
12,omega_a_4,eps_a_basket_2,-1.9971839141223993e-19
13,omega_a_4,eps_a_basket_2,-1.9564863045301386e-19
14,omega_a_4,eps_a_basket_2,-1.903956377715106e-19
15,omega_a_4,eps_a_basket_2,-1.8423675732177787e-19
16,omega_a_4,eps_a_basket_2,-1.774056965842766e-19
17,omega_a_4,eps_a_basket_2,-1.7009848042105784e-19
18,omega_a_4,eps_a_basket_2,-1.6247865052464007e-19
